"Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite and paint on vellum","Sheet: 9 3/8 x 11 5/8"" (23.8 x 29.5 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.4","Drawing","Media and Performance","","Y","134937","http://www.moma.org/collection/works/134937","http://www.moma.org/media/W1siZiIsIjE4NDA4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3acdf47dfe117b5f","","","","23.81255","","","29.52756","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Graphite on vellum","Sheet: 10 3/8 x 9 1/2"" (26.4 x 24.1 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.5","Drawing","Media and Performance","","Y","134938","http://www.moma.org/collection/works/134938","http://www.moma.org/media/W1siZiIsIjE4NDA4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e19a736330087692","","","","26.35255","","","24.13005","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite, paint and tape on vellum","Sheet: 13 7/8 x 13 3/4"" (35.2 x 34.9 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.6","Drawing","Media and Performance","","Y","134939","http://www.moma.org/collection/works/134939","http://www.moma.org/media/W1siZiIsIjE4NDA4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=304a6a22f1e1cf0c","","","","35.24257","","","34.92507","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite and tape on vellum","Sheet: 10 1/4 x 9 1/2"" (26 x 24.1 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.7","Drawing","Media and Performance","","Y","134940","http://www.moma.org/collection/works/134940","http://www.moma.org/media/W1siZiIsIjE4NDA5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=541ff16311af0ae9","","","","26.03505","","","24.13005","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite and paint on vellum","Sheet: 9 1/2 x 12"" (24.1 x 30.5 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.8","Drawing","Media and Performance","","Y","134941","http://www.moma.org/collection/works/134941","http://www.moma.org/media/W1siZiIsIjE4NDA5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7d3585836b57b155","","","","24.13005","","","30.48006","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Paint and tape on vellum","Sheet: 8 1/4 x 8 3/4"" (21 x 22.2 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.9","Drawing","Media and Performance","","Y","134942","http://www.moma.org/collection/works/134942","http://www.moma.org/media/W1siZiIsIjE4NDA5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e8e7acb32c60a15b","","","","20.95504","","","22.22504","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite, ink, paint, colored pencil, and tape on 2 sheets of vellum","Sheet (Overall): 11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.10","Drawing","Media and Performance","","Y","134943","http://www.moma.org/collection/works/134943","http://www.moma.org/media/W1siZiIsIjE4NDA1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f8ca7e6f33ebf2a2","","","","27.94006","","","21.59004","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite, ink and colored pencil on vellum","Sheet (folded): 11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.11","Drawing","Media and Performance","","Y","134944","http://www.moma.org/collection/works/134944","http://www.moma.org/media/W1siZiIsIjE4NDA1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2d638138ac8d15d3","","","","27.94006","","","21.59004","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite and colored pencil on vellum","Sheet (folded): 11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.12","Drawing","Media and Performance","","Y","134945","http://www.moma.org/collection/works/134945","http://www.moma.org/media/W1siZiIsIjE4NDA1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=faf062d4677f263e","","","","27.94006","","","21.59004","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite, ink and colored pencil on vellum","Sheet (folded): 11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.13","Drawing","Media and Performance","","Y","134946","http://www.moma.org/collection/works/134946","http://www.moma.org/media/W1siZiIsIjE4NDA1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cd649676eb8f2940","","","","27.94006","","","21.59004","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite on vellum","Sheet (folded): 11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.14","Drawing","Media and Performance","","Y","134947","http://www.moma.org/collection/works/134947","http://www.moma.org/media/W1siZiIsIjE4NDA1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c72128477ad464a3","","","","27.94006","","","21.59004","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite and ink on vellum","Sheet (folded): 11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.15","Drawing","Media and Performance","","Y","134948","http://www.moma.org/collection/works/134948","http://www.moma.org/media/W1siZiIsIjE4NDA1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d85c81f706111a3e","","","","27.94006","","","21.59004","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite and colored pencil on vellum","Sheet (folded): 8 3/8 x 11"" (21.3 x 27.9 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.16","Drawing","Media and Performance","","Y","134949","http://www.moma.org/collection/works/134949","http://www.moma.org/media/W1siZiIsIjE4NDA1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=72738b777158b69e","","","","21.27254","","","27.94006","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite on vellum","Sheet (folded): 11 x 8 3/8"" (27.9 x 21.3 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.17","Drawing","Media and Performance","","Y","134950","http://www.moma.org/collection/works/134950","http://www.moma.org/media/W1siZiIsIjE4NDA2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1336cd7e7dceb893","","","","27.94006","","","21.27254","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite and ink on vellum","Sheet (folded): 11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.18","Drawing","Media and Performance","","Y","134951","http://www.moma.org/collection/works/134951","http://www.moma.org/media/W1siZiIsIjE4NDA2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ce54f6eff7011115","","","","27.94006","","","21.59004","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite and ink on vellum","Sheet (folded): 11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.19","Drawing","Media and Performance","","Y","134952","http://www.moma.org/collection/works/134952","http://www.moma.org/media/W1siZiIsIjE4NDA2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e23d70d764949bf0","","","","27.94006","","","21.59004","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite on vellum","Sheet (folded): 11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.20","Drawing","Media and Performance","","Y","134953","http://www.moma.org/collection/works/134953","http://www.moma.org/media/W1siZiIsIjE4NDA2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f3d366258574d7b8","","","","27.94006","","","21.59004","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","2001","Graphite on vellum","Sheet (folded): 11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.21","Drawing","Media and Performance","","Y","134954","http://www.moma.org/collection/works/134954","http://www.moma.org/media/W1siZiIsIjE4NDA2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b078cfb13e917792","","","","27.94006","","","21.59004","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Hand colored photograph","Sheet: 11 x 14"" (27.9 x 35.6 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.23","Photograph","Media and Performance","","Y","134955","http://www.moma.org/collection/works/134955","http://www.moma.org/media/W1siZiIsIjE4NDA2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a7fe618d953f18b3","","","","27.94006","","","35.56007","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 5 3/4 x 6 1/2"" (14.6 x 16.5 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.25","Ephemera","Media and Performance","","Y","134956","http://www.moma.org/collection/works/134956","http://www.moma.org/media/W1siZiIsIjE4NDA2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f91477dfda7167fc","","","","14.60503","","","16.51003","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 5 1/8 x 5 1/4"" (13 x 13.3 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.26","Ephemera","Media and Performance","","Y","134957","http://www.moma.org/collection/works/134957","http://www.moma.org/media/W1siZiIsIjE4NDA2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=96631fda3103b425","","","","13.01753","","","13.33503","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 6 1/4 x 4 1/4"" (15.9 x 10.8 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.27","Ephemera","Media and Performance","","Y","134958","http://www.moma.org/collection/works/134958","http://www.moma.org/media/W1siZiIsIjE4NDA3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=78b95abe9a632f82","","","","15.87503","","","10.79502","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 3 1/2 x 5"" (8.9 x 12.7 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.28","Ephemera","Media and Performance","","Y","134959","http://www.moma.org/collection/works/134959","http://www.moma.org/media/W1siZiIsIjE4NDA3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6482adbe5b5edf9c","","","","8.890018","","","12.70003","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 4 1/4 x 6 3/8"" (10.8 x 16.2 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.29","Ephemera","Media and Performance","","Y","134960","http://www.moma.org/collection/works/134960","http://www.moma.org/media/W1siZiIsIjE4NDA3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=70235bc2f7b036e2","","","","10.79502","","","16.19253","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 7 3/4 x 5 5/8"" (19.7 x 14.3 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.30","Ephemera","Media and Performance","","Y","134961","http://www.moma.org/collection/works/134961","http://www.moma.org/media/W1siZiIsIjE4NDA3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9249ad06d9301f3f","","","","19.68504","","","14.28753","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 5 1/2 x 7 7/8"" (14 x 20 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.31","Ephemera","Media and Performance","","Y","134962","http://www.moma.org/collection/works/134962","http://www.moma.org/media/W1siZiIsIjE4NDA3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9c589cc659a15243","","","","13.97003","","","20.00254","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 4 7/8 x 4 3/8"" (12.4 x 11.1 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.32","Ephemera","Media and Performance","","Y","134963","http://www.moma.org/collection/works/134963","http://www.moma.org/media/W1siZiIsIjE4NDA3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2d0c272446778ddb","","","","12.38252","","","11.11252","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 5 1/2 x 6 1/2"" (14 x 16.5 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.33","Ephemera","Media and Performance","","Y","134964","http://www.moma.org/collection/works/134964","http://www.moma.org/media/W1siZiIsIjE4NDA3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2557d8f40ff4cf72","","","","13.97003","","","16.51003","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 6 5/8 x 4 3/8"" (16.8 x 11.1 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.34","Ephemera","Media and Performance","","Y","134965","http://www.moma.org/collection/works/134965","http://www.moma.org/media/W1siZiIsIjE4NDA3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=757bc71745e1272b","","","","16.82753","","","11.11252","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 6 1/8 x 4 3/8"" (15.6 x 11.1 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.35","Ephemera","Media and Performance","","Y","134966","http://www.moma.org/collection/works/134966","http://www.moma.org/media/W1siZiIsIjE4NDA4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8e8f7510572572d4","","","","15.55753","","","11.11252","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 4 3/4 x 6 1/4"" (12.1 x 15.9 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.36","Ephemera","Media and Performance","","Y","134967","http://www.moma.org/collection/works/134967","http://www.moma.org/media/W1siZiIsIjE4NDA4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6df252bcea9938a2","","","","12.06502","","","15.87503","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 5 5/8 x 4 3/8"" (14.3 x 11.1 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.37","Ephemera","Media and Performance","","Y","134968","http://www.moma.org/collection/works/134968","http://www.moma.org/media/W1siZiIsIjE4NDA4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4a6fea11a9fe7fd3","","","","14.28753","","","11.11252","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 5 x 3 5/8"" (12.7 x 9.2 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.38","Ephemera","Media and Performance","","Y","134969","http://www.moma.org/collection/works/134969","http://www.moma.org/media/W1siZiIsIjE4NDA4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=62d2a839097c4b21","","","","12.70003","","","9.207518","",""
"Untitled","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Newspaper clipping","Sheet: 4 5/8 x 6 1/4"" (11.7 x 15.9 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.39","Ephemera","Media and Performance","","Y","134970","http://www.moma.org/collection/works/134970","http://www.moma.org/media/W1siZiIsIjE4NDA4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd61e1fc364c36d6","","","","11.74752","","","15.87503","",""
"Untitled, Re-enactments","Francis AlÃ¿s","8383","(Belgian, born 1959)","(Belgian)","-1959","0","(Male)","","Type-written text, graphite, post-it and ink on paper","Sheet: 11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-JosÃ©e and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, Julia Stoschek Foundation, DÃ¼sseldorf, and Committee on Media Funds","209.2007.40","Drawing","Media and Performance","","Y","134971","http://www.moma.org/collection/works/134971","http://www.moma.org/media/W1siZiIsIjE4NDA4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2da72e0064ff65b4","","","","27.94006","","","21.59004","",""
"The New Book of Mountains and Seas II","Qiu Anxiong","37946","(Chinese, born 1972)","(Chinese)","-1972","0","(Male)","2007-2009","Three-channel video (black and white, sound)","29:35 min.","Fund for the Twenty-First Century","381.201","Installation","Media and Performance","########","Y","135052","http://www.moma.org/collection/works/135052","http://www.moma.org/media/W1siZiIsIjIwMzczOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7123ddb20f743116","","","","","","","","","1775"
